id,koordinat_x_before,koordinat_y_before
5634,107.542,-6.88208
5635,107.542,-6.8821
5636,107.542,-6.88214
5637,107.542,-6.88218
5638,107.542,-6.88224
5639,107.542,-6.88226
5640,107.542,-6.88229
5641,107.542,-6.88233
5642,107.542,-6.88238
5643,107.542,-6.88244
5644,107.542,-6.88249
5645,107.542,-6.88251
5646,107.542,-6.88253
5647,107.542,-6.88256
5648,107.542,-6.88257
5649,107.542,-6.88259
5650,107.542,-6.88261
5651,107.542,-6.88264
5652,107.542,-6.88266
5653,107.541,-6.88269
5654,107.541,-6.88272
5655,107.541,-6.88275
5656,107.541,-6.88277
5657,107.541,-6.8828
5658,107.541,-6.88286
5659,107.541,-6.88294
5660,107.541,-6.88299
5661,107.541,-6.88302
5662,107.541,-6.88304
5663,107.541,-6.88308
5664,107.541,-6.88312
5665,107.541,-6.88315
5666,107.541,-6.88318
5667,107.541,-6.8832
5668,107.541,-6.88324
5669,107.541,-6.88339
5670,107.541,-6.88344
5671,107.541,-6.88347
5672,107.541,-6.88352
5673,107.54,-6.88362
5674,107.54,-6.88361
5675,107.54,-6.88363
5676,107.54,-6.88365
5677,107.54,-6.88367
5678,107.54,-6.88369
5679,107.54,-6.88371
5680,107.54,-6.88373
5681,107.54,-6.88376
5682,107.54,-6.88378
5683,107.54,-6.88396
5684,107.54,-6.88404
5685,107.54,-6.88409
5686,107.54,-6.88418
5687,107.54,-6.88428
5688,107.54,-6.88435
5689,107.539,-6.88441
5690,107.539,-6.88448
5691,107.539,-6.88454
5692,107.539,-6.88466
5693,107.539,-6.88471
5694,107.539,-6.88478
5695,107.539,-6.88481
5696,107.539,-6.88486
5697,107.539,-6.88492
5698,107.539,-6.88498
5699,107.539,-6.88509
5700,107.539,-6.88513
5701,107.539,-6.88518
5702,107.539,-6.88525
5703,107.538,-6.88533
5704,107.555,-6.89833
5705,107.555,-6.89834
5706,107.555,-6.89837
5707,107.555,-6.89837
5708,107.555,-6.8984
5709,107.555,-6.89839
5710,107.554,-6.89847
5711,107.554,-6.89846
5712,107.554,-6.89848
5713,107.554,-6.89853
5714,107.553,-6.89874
5715,107.553,-6.89876
5716,107.553,-6.89876
5717,107.553,-6.89879
5718,107.553,-6.8988
5719,107.553,-6.89881
5720,107.553,-6.89881
5721,107.553,-6.89881
5722,107.553,-6.89884
5723,107.553,-6.89886
5724,107.554,-6.89871
5725,107.554,-6.8986
5726,107.554,-6.89854
5727,107.553,-6.89887
5728,107.553,-6.89887
5729,107.553,-6.89887
5730,107.553,-6.89887
5731,107.553,-6.89887
5732,107.553,-6.89892
5733,107.553,-6.89896
5734,107.553,-6.89882
5735,107.553,-6.89884
5736,107.553,-6.89885
5737,107.543,-6.90173
5738,107.543,-6.90168
5739,107.543,-6.90165
5740,107.544,-6.90153
5741,107.544,-6.90141
5742,107.542,-6.90237
5743,107.541,-6.90248
5744,107.541,-6.90255
5745,107.541,-6.90259
5746,107.539,-6.90265
5747,107.539,-6.90266
5748,107.539,-6.90267
5749,107.539,-6.90269
5750,107.538,-6.90269
5751,107.538,-6.9027
5752,107.538,-6.90271
5753,107.538,-6.90275
5754,107.538,-6.90276
5755,107.538,-6.90276
5756,107.537,-6.90277
5757,107.537,-6.90278
5758,107.537,-6.9028
5759,107.537,-6.90282
5760,107.537,-6.90282
5761,107.536,-6.90284
5762,107.537,-6.90273
5763,107.537,-6.90271
5764,107.537,-6.90265
5765,107.537,-6.90264
5766,107.538,-6.90264
5767,107.538,-6.90263
5768,107.538,-6.90262
5769,107.538,-6.90262
5770,107.538,-6.9026
5771,107.538,-6.90259
5772,107.539,-6.90259
5773,107.539,-6.90255
5774,107.54,-6.90251
5775,107.542,-6.90214
5776,107.542,-6.90196
5777,107.543,-6.90183
5778,107.543,-6.90176
5779,107.543,-6.90172
5780,107.543,-6.90167
5781,107.544,-6.90165
5782,107.544,-6.90144
5783,107.542,-6.90218
5784,107.542,-6.90232
5785,107.541,-6.90255
5786,107.541,-6.90255
5787,107.54,-6.90258
5788,107.539,-6.90266
5789,107.539,-6.90266
5790,107.539,-6.90265
5791,107.539,-6.90267
5792,107.538,-6.90268
5793,107.538,-6.9027
5794,107.538,-6.90271
5795,107.538,-6.90272
5796,107.538,-6.90272
5797,107.538,-6.90274
5798,107.537,-6.90276
5799,107.537,-6.90277
5800,107.537,-6.90282
5801,107.537,-6.90284
5802,107.537,-6.90283
5803,107.536,-6.90283
5804,107.537,-6.90269
5805,107.537,-6.90268
5806,107.537,-6.90268
5807,107.537,-6.90266
5808,107.538,-6.90265
5809,107.538,-6.90263
5810,107.538,-6.90261
5811,107.538,-6.90261
5812,107.538,-6.90262
5813,107.538,-6.9026
5814,107.539,-6.9026
5815,107.539,-6.90253
5816,107.54,-6.90251
5817,107.542,-6.90209
5818,107.543,-6.90186
5819,107.543,-6.90181
5820,107.543,-6.90174
5821,107.543,-6.9017
5822,107.543,-6.90168
5823,107.544,-6.90156
5824,107.542,-6.90229
5825,107.541,-6.90244
5826,107.541,-6.90253
5827,107.541,-6.90259
5828,107.54,-6.90263
5829,107.539,-6.90267
5830,107.539,-6.90267
5831,107.539,-6.90269
5832,107.539,-6.90269
5833,107.538,-6.90269
5834,107.538,-6.9027
5835,107.538,-6.90271
5836,107.538,-6.90275
5837,107.538,-6.90274
5838,107.537,-6.90278
5839,107.537,-6.90278
5840,107.537,-6.90279
5841,107.537,-6.90283
5842,107.537,-6.90281
5843,107.536,-6.90282
5844,107.536,-6.90286
5845,107.537,-6.9027
5846,107.537,-6.90271
5847,107.537,-6.90271
5848,107.537,-6.90273
5849,107.538,-6.90267
5850,107.538,-6.90266
5851,107.538,-6.90266
5852,107.538,-6.90267
5853,107.538,-6.90262
5854,107.538,-6.90264
5855,107.539,-6.90263
5856,107.54,-6.90256
5857,107.541,-6.90239
5858,107.542,-6.90202
5859,107.543,-6.90184
5860,107.543,-6.90182
5861,107.544,-6.90129
5862,107.544,-6.90135
5863,107.545,-6.90112
5864,107.545,-6.90118
5865,107.545,-6.90118
5866,107.545,-6.90104
5867,107.546,-6.9009
5868,107.545,-6.90114
5869,107.545,-6.90114
5870,107.545,-6.90116
5871,107.545,-6.90103
5872,107.546,-6.90095
5873,107.546,-6.90079
5874,107.547,-6.90043
5875,107.545,-6.90115
5876,107.545,-6.90116
5877,107.545,-6.90112
5878,107.545,-6.90113
5879,107.546,-6.90102
5880,107.546,-6.90093
5881,107.546,-6.90076
5882,107.548,-6.90033
5883,107.547,-6.9005
5884,107.546,-6.90091
5885,107.546,-6.90076
5886,107.548,-6.90025
5887,107.55,-6.89983
5888,107.551,-6.89955
5889,107.549,-6.90005
5890,107.547,-6.90063
5891,107.546,-6.90087
5892,107.546,-6.90104
5893,107.545,-6.90115
5894,107.545,-6.90121
5895,107.545,-6.90138
5896,107.55,-6.8997
5897,107.547,-6.90057
5898,107.547,-6.90076
5899,107.546,-6.90093
5900,107.546,-6.90111
5901,107.545,-6.90121
5902,107.545,-6.90125
5903,107.55,-6.89963
5904,107.547,-6.90074
5905,107.546,-6.90095
5906,107.546,-6.90111
5907,107.545,-6.90113
5908,107.545,-6.90131
5909,107.558,-6.89741
5910,107.558,-6.89742
5911,107.558,-6.8974
5912,107.558,-6.89746
5913,107.557,-6.89749
5914,107.557,-6.89751
5915,107.557,-6.89753
5916,107.557,-6.89752
5917,107.557,-6.89755
5918,107.557,-6.89764
5919,107.557,-6.89763
5920,107.556,-6.89774
5921,107.556,-6.89786
5922,107.55,-6.89967
5923,107.551,-6.89944
5924,107.552,-6.89929
5925,107.552,-6.89912
5926,107.552,-6.89899
5927,107.553,-6.89886
5928,107.553,-6.89873
5929,107.553,-6.8987
5930,107.557,-6.89765
5931,107.557,-6.89749
5932,107.552,-6.89911
5933,107.551,-6.89939
5934,107.55,-6.89975
5935,107.55,-6.89967
5936,107.55,-6.89959
5937,107.551,-6.89936
5938,107.552,-6.89905
5939,107.552,-6.899
5940,107.552,-6.89893
5941,107.553,-6.89882
5942,107.553,-6.89874
5943,107.553,-6.8987
5944,107.553,-6.89864
5945,107.554,-6.89856
5946,107.554,-6.89851
5947,107.557,-6.89764
5948,107.557,-6.89757
5949,107.557,-6.8974
5950,107.558,-6.89726
5951,107.552,-6.89909
5952,107.552,-6.89922
5953,107.551,-6.89941
5954,107.55,-6.89963
5955,107.55,-6.89963
5956,107.551,-6.89945
5957,107.552,-6.8991
5958,107.552,-6.89903
5959,107.552,-6.89898
5960,107.552,-6.89893
5961,107.553,-6.89873
5962,107.553,-6.89869
5963,107.553,-6.89865
5964,107.554,-6.89853
5965,107.554,-6.89851
5966,107.557,-6.89756
5967,107.557,-6.89746
5968,107.558,-6.89734
5969,107.553,-6.89897
5970,107.552,-6.89906
5971,107.551,-6.8993
5972,107.551,-6.8995
5973,107.559,-6.89711
5974,107.559,-6.89709
5975,107.559,-6.89709
5976,107.559,-6.89712
5977,107.558,-6.89737
5978,107.558,-6.89739
5979,107.558,-6.89737
